construction_type,new_construction,elevator,floors_in_the_building,floor_area,number_of_rooms,number_of_bathrooms,ceiling_height,floor,balcony,furniture,renovation,price,currency,datetime,reg_id,Latitude,Longitude
Monolith,1.0,1.0,16.0,31.0,1.0,1.0,3.0,3.0,Open balcony,Available,Designer Renovation,52000.0,USD,2023-06-20,4,40.22094269999999,44.4881818
Stone,0.0,0.0,5.0,14.0,1.0,1.0,2.75,2.0,Closed balcony,Not available,Cosmetic Renovation,14200.0,USD,2023-06-20,4,40.1792679,44.5133689
Stone,0.0,0.0,2.0,170.0,5.0,1.0,2.7,2.0,Not available,By agreement,Euro Renovation,338.0,AMD,2023-06-20,4,40.2649385,44.65495990000001
Stone,0.0,0.0,5.0,57.0,2.0,1.0,3.0,2.0,Closed balcony,Not available,Euro Renovation,68000.0,USD,2023-06-20,4,40.2670827,44.6282307
Stone,0.0,0.0,4.0,38.0,1.0,1.0,2.8,4.0,Closed balcony,Not available,Major Renovation,41000.0,USD,2023-06-20,4,40.2883496,44.367224
Stone,0.0,0.0,3.0,70.0,3.0,1.0,2.8,1.0,Closed balcony,Not available,No Renovation,8500.0,USD,2023-06-20,4,40.5410214,44.7690148
Monolith,1.0,1.0,12.0,63.0,2.0,1.0,3.0,6.0,Open balcony,Available,Major Renovation,100000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,0.0,0.0,9.0,59.0,3.0,1.0,2.7,4.0,Not available,By agreement,Major Renovation,47000.0,USD,2023-06-20,4,40.5188856,44.7581242
Stone,0.0,0.0,3.0,30.0,1.0,1.0,2.8,3.0,Open balcony,Partial Furniture,Cosmetic Renovation,25000.0,USD,2023-06-20,4,40.3137085,44.5970068
Stone,0.0,0.0,5.0,55.0,2.0,1.0,2.75,2.0,Closed balcony,Partial Furniture,Major Renovation,137.22799999999998,AMD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,71.0,3.0,1.0,2.75,1.0,Closed balcony,Available,Old Renovation,35800.0,USD,2023-06-20,4,40.2164678,44.4934559
Monolith,1.0,1.0,11.0,62.0,2.0,1.0,2.8,4.0,Open balcony,Available,Major Renovation,85000.0,USD,2023-06-20,4,40.5317434,44.7159759
Monolith,1.0,1.0,6.0,73.0,3.0,2.0,3.0,3.0,Open balcony,Not available,No Renovation,69000.0,USD,2023-06-20,4,40.3349026,44.7329532
Panels,0.0,1.0,9.0,83.0,3.0,1.0,2.75,3.0,Multiple balconies,Not available,Partial Renovation,78500.0,USD,2023-06-20,4,40.3349026,44.7329532
Stone,0.0,0.0,4.0,30.0,1.0,1.0,2.8,3.0,Open balcony,Not available,No Renovation,50.7,AMD,2023-06-20,4,40.1569698,44.5242429
Stone,0.0,0.0,5.0,72.0,3.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,80000.0,USD,2023-06-20,4,40.2665208,44.6287256
Stone,0.0,0.0,5.0,70.0,3.0,2.0,2.75,3.0,Closed balcony,By agreement,Euro Renovation,80000.0,USD,2023-06-20,4,40.2699398,44.6308933
Panels,1.0,0.0,5.0,73.0,3.0,1.0,3.0,5.0,Closed balcony,Partial Furniture,Major Renovation,87.88,AMD,2023-06-20,4,40.1792461,44.5095374
Cassette,0.0,1.0,9.0,54.0,1.0,1.0,2.75,2.0,Closed balcony,Not available,Partial Renovation,34000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,70.0,3.0,1.0,2.7,4.0,Open balcony,Not available,Major Renovation,90000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,1.0,140.0,3.0,1.0,2.5,1.0,Not available,Not available,Cosmetic Renovation,50000.0,USD,2023-06-20,4,40.2355256,44.4514419
Monolith,1.0,1.0,9.0,40.0,2.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,70000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,0.0,1.0,9.0,67.0,2.0,1.0,2.8,4.0,Not available,By agreement,Euro Renovation,68000.0,USD,2023-06-20,4,40.2725534,44.626142
Stone,0.0,0.0,5.0,39.0,1.0,1.0,2.6,5.0,Closed balcony,Available,Euro Renovation,30000.0,USD,2023-06-20,4,40.5188856,44.7581242
Stone,0.0,0.0,5.0,68.0,2.0,1.0,2.75,1.0,Open balcony,Not available,Old Renovation,45000.0,USD,2023-06-20,4,40.3234491,44.4869872
Stone,0.0,0.0,3.0,61.0,2.0,1.0,2.8,1.0,Closed balcony,Not available,No Renovation,7500.0,USD,2023-06-20,4,40.6068857,44.64172869999999
Stone,0.0,0.0,5.0,18.0,1.0,1.0,2.5,5.0,Not available,Partial Furniture,Cosmetic Renovation,9500.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,96.0,4.0,1.0,3.2,5.0,Multiple balconies,Available,Partial Renovation,68000.0,USD,2023-06-20,4,40.3234491,44.4869872
Stone,0.0,0.0,5.0,68.0,3.0,1.0,3.0,5.0,Not available,Not available,Cosmetic Renovation,75000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,74.0,3.0,1.0,2.8,3.0,Closed balcony,Partial Furniture,Euro Renovation,70000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,16.0,101.0,3.0,1.0,2.7,12.0,Closed balcony,Available,Euro Renovation,100000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,100.0,4.0,1.0,2.7,4.0,Closed balcony,Not available,No Renovation,100000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,4.0,80.0,3.0,1.0,3.5,1.0,Closed balcony,Partial Furniture,Partial Renovation,50000.0,USD,2023-06-20,4,40.4008169,44.6373332
Stone,0.0,0.0,5.0,93.0,4.0,1.0,3.0,1.0,Multiple balconies,Available,Major Renovation,150000.0,USD,2023-06-20,4,40.2507786,44.419895
Stone,0.0,0.0,5.0,75.0,3.0,1.0,3.0,4.0,Multiple balconies,Available,Cosmetic Renovation,58000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Stone,0.0,0.0,5.0,40.0,2.0,1.0,2.8,2.0,Closed balcony,Available,Partial Renovation,24700.0,USD,2023-06-20,4,40.544901,44.77113420000001
Monolith,1.0,1.0,8.0,50.0,2.0,1.0,3.2,5.0,Open balcony,Available,Major Renovation,80000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,3.0,50.0,2.0,1.0,2.8,3.0,Closed balcony,Available,Euro Renovation,45000.0,USD,2023-06-20,4,40.2850294,44.5397372
Stone,0.0,0.0,5.0,81.0,3.0,1.0,3.0,4.0,Closed balcony,Available,Euro Renovation,74000.0,USD,2023-06-20,4,40.1767557,44.5273848
Panels,0.0,1.0,9.0,55.0,1.0,1.0,2.75,4.0,Not available,By agreement,Major Renovation,68000.0,USD,2023-06-20,4,40.2764558,44.6339526
Stone,0.0,0.0,5.0,52.0,2.0,1.0,2.75,5.0,Closed balcony,Not available,Partial Renovation,37500.0,USD,2023-06-20,4,40.402006,44.6360688
Stone,0.0,0.0,5.0,97.0,5.0,1.0,3.0,1.0,Not available,Not available,Partial Renovation,50000.0,USD,2023-06-20,4,40.3137085,44.5970068
Monolith,1.0,1.0,17.0,31.0,1.0,1.0,2.8,10.0,Open balcony,Available,Major Renovation,169.0,AMD,2023-06-20,4,40.5317434,44.7159759
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.5,6.0,Multiple balconies,Available,Old Renovation,79999.0,USD,2023-06-20,4,40.2760449,44.622844
Stone,0.0,0.0,5.0,78.0,3.0,1.0,3.0,3.0,Multiple balconies,Partial Furniture,Old Renovation,56000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,96.0,4.0,1.0,2.75,5.0,Open balcony,Available,Cosmetic Renovation,202.8,AMD,2023-06-20,4,40.3163257,44.5933476
Stone,0.0,0.0,2.0,103.0,3.0,1.0,2.8,2.0,Open balcony,By agreement,Cosmetic Renovation,65000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,78.0,3.0,1.0,2.8,3.0,Open balcony,By agreement,Major Renovation,120000.0,USD,2023-06-20,4,40.0872458,44.5513384
Panels,0.0,0.0,5.0,45.0,2.0,1.0,2.7,5.0,Open balcony,Available,Cosmetic Renovation,45000.0,USD,2023-06-20,4,40.310735,44.5980405
Stone,0.0,0.0,5.0,39.0,1.0,1.0,2.7,5.0,Closed balcony,Available,Euro Renovation,30000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,1.0,9.0,54.0,1.0,1.0,2.8,2.0,Closed balcony,Not available,Cosmetic Renovation,33000.0,USD,2023-06-20,4,40.2022199,44.4786115
Cassette,0.0,1.0,9.0,56.0,1.0,1.0,2.7,6.0,Closed balcony,Available,Cosmetic Renovation,31500.0,USD,2023-06-20,4,40.2022199,44.4786115
Stone,0.0,0.0,2.0,430.0,5.0,2.0,3.0,2.0,Open balcony,By agreement,Partial Renovation,120000.0,USD,2023-06-20,4,40.2336869,44.5820672
Stone,0.0,0.0,5.0,94.0,4.0,2.0,2.75,5.0,Multiple balconies,Not available,Euro Renovation,182.52,AMD,2023-06-20,4,40.3098648,44.4723827
Monolith,1.0,1.0,11.0,32.0,1.0,1.0,2.8,3.0,Not available,Available,Major Renovation,52000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.8,3.0,Closed balcony,Not available,Cosmetic Renovation,40000.0,USD,2023-06-20,4,40.1792461,44.5095374
Panels,0.0,1.0,9.0,55.0,2.0,2.0,2.75,7.0,Not available,Available,Euro Renovation,46500.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,5.0,52.0,2.0,2.0,2.75,5.0,Closed balcony,Available,Partial Renovation,39500.0,USD,2023-06-20,4,40.2216483,44.4986189
Monolith,1.0,1.0,8.0,48.0,2.0,1.0,3.0,6.0,Open balcony,Available,Major Renovation,83000.0,USD,2023-06-20,4,40.5281449,44.7086608
Panels,0.0,1.0,9.0,99.0,4.0,1.0,2.8,3.0,Open balcony,Not available,Old Renovation,65000.0,USD,2023-06-20,4,40.3137085,44.5970068
Stone,0.0,1.0,3.0,110.0,4.0,2.0,2.8,1.0,Closed balcony,By agreement,Partial Renovation,80000.0,USD,2023-06-20,4,40.2507786,44.419895
Monolith,1.0,1.0,8.0,62.0,3.0,1.0,2.8,7.0,Closed balcony,Available,Major Renovation,92000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,98.0,3.0,1.0,3.2,1.0,Not available,Not available,Major Renovation,162.23999999999998,AMD,2023-06-20,4,40.5410214,44.7690148
Panels,0.0,1.0,9.0,96.0,4.0,1.0,2.75,6.0,Closed balcony,Available,Major Renovation,115000.0,USD,2023-06-20,4,40.2760183,44.6290639
Stone,0.0,1.0,9.0,70.0,4.0,1.0,3.0,1.0,Not available,Not available,Partial Renovation,57000.0,USD,2023-06-20,4,40.2767284,44.6394575
Panels,0.0,1.0,9.0,15.0,1.0,1.0,2.7,6.0,Not available,Not available,No Renovation,15000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Monolith,1.0,1.0,11.0,63.0,2.0,1.0,2.8,3.0,Open balcony,Available,Major Renovation,92000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,1.0,1.0,9.0,43.0,2.0,1.0,3.0,5.0,Open balcony,Available,Major Renovation,70000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,67.0,3.0,1.0,2.75,3.0,Closed balcony,By agreement,Major Renovation,67000.0,USD,2023-06-20,4,40.3100163,44.473902
Stone,0.0,0.0,5.0,98.0,4.0,2.0,2.75,4.0,Closed balcony,Available,Designer Renovation,100000.0,USD,2023-06-20,4,40.2671675,44.6292103
Stone,0.0,0.0,4.0,41.0,2.0,1.0,2.7,1.0,Not available,Not available,Cosmetic Renovation,66.24799999999999,AMD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,3.0,30.0,1.0,1.0,2.8,3.0,Open balcony,Partial Furniture,Euro Renovation,37000.0,USD,2023-06-20,4,40.1767557,44.5273848
Monolith,1.0,1.0,9.0,114.0,4.0,2.0,3.0,7.0,Multiple balconies,By agreement,Designer Renovation,130000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,4.0,31.0,2.0,1.0,3.0,3.0,Open balcony,Available,Major Renovation,81.11999999999999,AMD,2023-06-20,4,40.1597934,44.5268168
Monolith,1.0,0.0,2.0,237.0,4.0,2.0,3.2,2.0,Open balcony,Not available,No Renovation,584.74,AMD,2023-06-20,4,40.2357069,44.5103643
Stone,0.0,0.0,5.0,77.0,3.0,1.0,2.8,4.0,Open balcony,Available,Euro Renovation,60000.0,USD,2023-06-20,4,40.5188856,44.7581242
Monolith,1.0,1.0,8.0,114.0,3.0,2.0,3.0,4.0,Multiple balconies,Available,Designer Renovation,128000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,5.0,79.0,3.0,2.0,2.75,4.0,Multiple balconies,Available,Partial Renovation,62920.000000000015,EUR,2023-06-20,4,40.4018115,44.6433958
Panels,0.0,1.0,14.0,111.0,5.0,1.0,2.7,6.0,Multiple balconies,Available,Euro Renovation,100000.0,USD,2023-06-20,4,40.2765789,44.6392012
Stone,0.0,0.0,5.0,67.0,3.0,1.0,2.75,2.0,Closed balcony,By agreement,Major Renovation,76000.0,USD,2023-06-20,4,40.2664474,44.6316542
Panels,0.0,1.0,9.0,68.0,2.0,1.0,2.75,9.0,Closed balcony,By agreement,Partial Renovation,68000.0,USD,2023-06-20,4,40.1885924,44.5945694
Panels,0.0,1.0,9.0,48.0,2.0,1.0,2.8,1.0,Closed balcony,Available,Major Renovation,32000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Stone,0.0,0.0,5.0,100.0,4.0,1.0,2.75,5.0,Multiple balconies,Partial Furniture,Partial Renovation,52000.0,USD,2023-06-20,4,40.3056528,44.47245940000001
Panels,0.0,1.0,9.0,79.0,3.0,1.0,2.6,9.0,Multiple balconies,Not available,Major Renovation,71000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,1.0,80.0,3.0,1.0,3.0,1.0,Multiple balconies,Not available,Old Renovation,55000.0,USD,2023-06-20,4,40.402006,44.6360688
Monolith,0.0,0.0,1.0,156.0,5.0,1.0,3.0,1.0,Closed balcony,Partial Furniture,Old Renovation,32000.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,0.0,0.0,5.0,39.0,1.0,1.0,2.7,1.0,Closed balcony,Not available,Cosmetic Renovation,23500.0,USD,2023-06-20,4,40.5410214,44.7690148
Stone,1.0,0.0,2.0,58.0,2.0,1.0,2.8,2.0,Open balcony,Not available,Euro Renovation,59000.0,USD,2023-06-20,4,40.2355256,44.4514419
Panels,1.0,1.0,9.0,55.0,3.0,1.0,2.8,4.0,Not available,Available,Cosmetic Renovation,36000.0,USD,2023-06-20,4,40.5188856,44.7581242
Stone,0.0,0.0,5.0,77.0,3.0,2.0,3.0,3.0,Closed balcony,By agreement,Euro Renovation,63000.0,USD,2023-06-20,4,40.3137085,44.5970068
Stone,0.0,0.0,5.0,63.0,2.0,1.0,2.8,1.0,Multiple balconies,Partial Furniture,Old Renovation,33000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,1.0,9.0,74.0,3.0,1.0,2.7,8.0,Closed balcony,Not available,Partial Renovation,65000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,54.0,1.0,1.0,2.7,2.0,Closed balcony,Not available,Major Renovation,65000.0,USD,2023-06-20,4,40.2803359,44.6365351
Panels,0.0,1.0,9.0,76.0,3.0,1.0,2.7,4.0,Open balcony,Not available,Cosmetic Renovation,56000.0,USD,2023-06-20,4,40.5410214,44.7690148
Panels,0.0,1.0,12.0,70.0,2.0,1.0,2.7,5.0,Not available,Not available,Euro Renovation,209.56,AMD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,2.0,25.0,1.0,1.0,3.0,2.0,Open balcony,Partial Furniture,Cosmetic Renovation,25000.0,USD,2023-06-20,4,40.2357069,44.5103643
Panels,0.0,1.0,9.0,64.0,2.0,1.0,2.8,7.0,Closed balcony,Available,Euro Renovation,43000.0,USD,2023-06-20,4,40.4018115,44.6433958
Panels,0.0,1.0,9.0,93.0,4.0,1.0,2.8,9.0,Closed balcony,Available,Major Renovation,85000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,90.0,4.0,1.0,2.8,9.0,Closed balcony,Partial Furniture,Old Renovation,60000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,3.0,51.0,2.0,2.0,3.0,2.0,Not available,By agreement,Major Renovation,55000.0,USD,2023-06-20,4,40.2214337,44.5031055
Monolith,1.0,1.0,14.0,63.0,2.0,1.0,3.0,9.0,Open balcony,Available,Major Renovation,100000.0,USD,2023-06-20,4,40.22094269999999,44.4881818
Stone,0.0,0.0,5.0,38.0,2.0,1.0,2.75,3.0,Closed balcony,Not available,Cosmetic Renovation,52000.0,USD,2023-06-20,4,40.1885924,44.5945694
Panels,0.0,0.0,5.0,58.0,2.0,1.0,2.7,5.0,Open balcony,Available,Euro Renovation,60000.0,USD,2023-06-20,4,40.2507786,44.419895
Panels,1.0,1.0,9.0,76.0,3.0,1.0,3.0,1.0,Closed balcony,Not available,Cosmetic Renovation,70000.0,USD,2023-06-20,4,40.1569698,44.5242429
Stone,0.0,0.0,5.0,58.0,2.0,1.0,2.7,5.0,Open balcony,Available,Euro Renovation,50000.0,USD,2023-06-20,4,40.4018115,44.6433958
Panels,0.0,1.0,9.0,74.0,3.0,1.0,2.75,5.0,Closed balcony,Available,Partial Renovation,141.95999999999998,AMD,2023-06-20,4,40.3971941,44.6321677
Stone,0.0,0.0,2.0,110.0,4.0,1.0,2.7,2.0,Open balcony,By agreement,Euro Renovation,169.0,AMD,2023-06-20,4,40.2850294,44.5397372
Panels,0.0,1.0,9.0,70.0,3.0,1.0,2.75,4.0,Closed balcony,Not available,Major Renovation,209.56,AMD,2023-06-20,4,40.2764558,44.6339526
Monolith,1.0,1.0,9.0,48.0,2.0,1.0,3.0,4.0,Multiple balconies,Available,Designer Renovation,73000.0,USD,2023-06-20,4,40.5317434,44.7159759
Monolith,1.0,1.0,12.0,63.0,2.0,1.0,3.0,8.0,Open balcony,Available,Major Renovation,92000.0,USD,2023-06-20,4,40.5317434,44.7159759
Monolith,1.0,0.0,6.0,114.0,4.0,2.0,3.0,3.0,Not available,Available,Euro Renovation,135000.0,USD,2023-06-20,4,40.2803359,44.6365351
Panels,0.0,1.0,9.0,63.0,2.0,1.0,2.8,4.0,Closed balcony,Available,Cosmetic Renovation,158.86,AMD,2023-06-20,4,40.310735,44.5980405
Stone,0.0,0.0,5.0,67.0,3.0,1.0,2.8,2.0,Closed balcony,Partial Furniture,Partial Renovation,84000.0,USD,2023-06-20,4,40.2664474,44.6316542
Monolith,1.0,1.0,8.0,49.0,2.0,1.0,3.0,4.0,Open balcony,Available,Euro Renovation,236.6,AMD,2023-06-20,4,40.5281449,44.7086608
Panels,0.0,1.0,9.0,66.0,2.0,1.0,2.8,8.0,Closed balcony,Not available,Old Renovation,58000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,80.0,3.0,1.0,2.7,1.0,Open balcony,By agreement,Old Renovation,47000.0,USD,2023-06-20,4,40.3137085,44.5970068
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.75,8.0,Open balcony,Available,Designer Renovation,89000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,73.0,3.0,1.0,2.75,5.0,Closed balcony,Partial Furniture,Cosmetic Renovation,70000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,56.0,3.0,1.0,2.75,9.0,Closed balcony,Available,Major Renovation,70000.0,USD,2023-06-20,4,40.2873393,44.6288136
Monolith,1.0,1.0,8.0,48.0,2.0,1.0,3.0,6.0,Open balcony,Available,Euro Renovation,86000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,0.0,1.0,9.0,83.0,3.0,2.0,2.8,8.0,Multiple balconies,Available,Old Renovation,42000.0,USD,2023-06-20,4,40.40145709999999,44.645693
Panels,0.0,0.0,6.0,80.0,3.0,1.0,2.8,6.0,Multiple balconies,By agreement,Cosmetic Renovation,68000.0,USD,2023-06-20,4,40.1849738,44.4469355
Panels,0.0,1.0,9.0,54.0,1.0,1.0,3.0,5.0,Closed balcony,Not available,No Renovation,32000.0,USD,2023-06-20,4,40.3954885,44.6371691
Monolith,1.0,1.0,11.0,31.0,1.0,1.0,2.8,8.0,Open balcony,Available,Euro Renovation,169.0,AMD,2023-06-20,4,40.22094269999999,44.4881818
Stone,0.0,0.0,5.0,56.0,2.0,1.0,2.6,1.0,Closed balcony,By agreement,Old Renovation,49860.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,67.0,2.0,1.0,2.75,8.0,Closed balcony,Partial Furniture,Cosmetic Renovation,58000.0,USD,2023-06-20,4,40.2700613,44.6287946
Stone,0.0,0.0,5.0,40.0,1.0,1.0,2.75,2.0,Not available,Not available,Partial Renovation,63.544,AMD,2023-06-20,4,40.544901,44.77113420000001
Stone,0.0,0.0,5.0,44.0,1.0,1.0,2.7,5.0,Closed balcony,Available,Designer Renovation,33000.0,USD,2023-06-20,4,40.2164678,44.4934559
Panels,0.0,1.0,9.0,89.0,3.0,1.0,2.8,9.0,Closed balcony,By agreement,Partial Renovation,43000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,0.0,6.0,78.0,3.0,1.0,2.75,4.0,Not available,By agreement,Major Renovation,67000.0,USD,2023-06-20,4,40.1849738,44.4469355
Panels,0.0,1.0,9.0,75.0,4.0,1.0,2.8,2.0,Not available,Partial Furniture,Partial Renovation,80000.0,USD,2023-06-20,4,40.2764558,44.6339526
Stone,0.0,0.0,5.0,76.0,3.0,1.0,2.8,5.0,Closed balcony,Available,Old Renovation,42000.0,USD,2023-06-20,4,40.4025304,44.6462916
Stone,0.0,0.0,5.0,38.0,1.0,1.0,2.75,3.0,Closed balcony,Not available,Cosmetic Renovation,52000.0,USD,2023-06-20,4,40.1885924,44.5945694
Panels,0.0,1.0,9.0,62.0,2.0,1.0,2.7,8.0,Closed balcony,Available,Cosmetic Renovation,42000.0,USD,2023-06-20,4,40.1792461,44.5095374
Stone,0.0,0.0,4.0,28.0,2.0,1.0,2.6,4.0,Not available,Not available,No Renovation,43.94,AMD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,3.0,1600.0,3.0,1.0,3.0,3.0,Multiple balconies,Not available,No Renovation,95000.0,USD,2023-06-20,4,40.2430771,44.574921
Stone,0.0,0.0,5.0,96.0,4.0,1.0,2.8,5.0,Open balcony,Not available,Major Renovation,58000.0,USD,2023-06-20,4,40.293092,44.3708894
Panels,0.0,1.0,9.0,92.0,4.0,1.0,2.7,5.0,Closed balcony,Partial Furniture,No Renovation,63000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,3.0,100.0,3.0,1.0,3.0,2.0,Not available,Partial Furniture,Major Renovation,75000.0,USD,2023-06-20,4,40.2507786,44.419895
Stone,1.0,0.0,3.0,24.0,1.0,1.0,3.0,2.0,Open balcony,Available,Euro Renovation,26500.0,USD,2023-06-20,4,40.3051431,44.581551
Stone,0.0,0.0,5.0,54.0,2.0,1.0,2.8,4.0,Closed balcony,Partial Furniture,Major Renovation,169.0,AMD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,4.0,73.0,4.0,1.0,2.75,4.0,Not available,Not available,Old Renovation,70000.0,USD,2023-06-20,4,40.267357,44.6173228
Stone,0.0,0.0,3.0,36.0,2.0,1.0,2.7,1.0,Not available,Available,Designer Renovation,26000.0,USD,2023-06-20,4,40.5410214,44.7690148
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.8,2.0,Closed balcony,Partial Furniture,Major Renovation,51000.0,USD,2023-06-20,4,40.5188856,44.7581242
Panels,0.0,0.0,5.0,80.0,3.0,1.0,2.75,4.0,Closed balcony,By agreement,Old Renovation,42000.0,USD,2023-06-20,4,40.531916,44.7738317
Panels,0.0,1.0,9.0,87.0,4.0,1.0,2.7,2.0,Closed balcony,Not available,Cosmetic Renovation,94000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,5.0,107.0,4.0,1.0,2.7,5.0,Open balcony,Partial Furniture,Old Renovation,60000.0,USD,2023-06-20,4,40.3098648,44.4723827
Stone,0.0,0.0,5.0,54.0,2.0,1.0,2.75,4.0,Closed balcony,Partial Furniture,Partial Renovation,28000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Panels,0.0,1.0,9.0,76.0,3.0,1.0,2.8,7.0,Open balcony,By agreement,Major Renovation,90000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Stone,0.0,0.0,4.0,70.0,3.0,1.0,2.8,3.0,Multiple balconies,Available,Major Renovation,59000.0,USD,2023-06-20,4,40.544901,44.77113420000001
Stone,1.0,0.0,1.0,700.0,4.0,1.0,3.2,1.0,Open balcony,Available,Major Renovation,266200.00000000006,EUR,2023-06-20,4,40.2440427,44.5924195
Panels,0.0,1.0,9.0,76.0,3.0,1.0,2.8,4.0,Open balcony,Available,Designer Renovation,55000.0,USD,2023-06-20,4,40.5410214,44.7690148
Monolith,1.0,1.0,12.0,31.0,1.0,1.0,3.0,9.0,Open balcony,Available,Major Renovation,54000.0,USD,2023-06-20,4,40.5317434,44.7159759
Panels,1.0,1.0,14.0,90.0,4.0,2.0,2.8,8.0,Open balcony,Available,Partial Renovation,41500.0,USD,2023-06-20,4,40.1792461,44.5095374
Monolith,1.0,1.0,12.0,62.0,2.0,1.0,3.0,7.0,Open balcony,Available,Euro Renovation,115000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,3.0,590.0,5.0,3.0,3.0,3.0,Multiple balconies,Available,Major Renovation,330000.0,USD,2023-06-20,4,40.1859622,44.6246274
Stone,0.0,0.0,5.0,58.0,2.0,1.0,2.75,5.0,Open balcony,Available,Major Renovation,78000.0,USD,2023-06-20,4,40.5317434,44.7159759
Stone,0.0,0.0,3.0,100.0,4.0,2.0,2.7,2.0,Closed balcony,Available,Major Renovation,55000.0,USD,2023-06-20,4,40.175373,44.5284462
Panels,0.0,1.0,9.0,17.0,1.0,1.0,2.75,6.0,Not available,Partial Furniture,Cosmetic Renovation,17000.0,USD,2023-06-20,4,40.2715286,44.63338299999999
Panels,0.0,1.0,9.0,81.0,3.0,1.0,2.8,8.0,Open balcony,,Major Renovation,222.2688,AMD,2023-06-20,4,40.2725534,44.626142
Panels,0.0,1.0,9.0,78.0,3.0,1.0,2.8,1.0,Closed balcony,Partial Furniture,Major Renovation,50000.0,USD,2023-06-20,4,40.1792461,44.5095374
Panels,0.0,1.0,9.0,100.0,4.0,1.0,2.8,5.0,Closed balcony,Not available,Old Renovation,60000.0,USD,2023-06-20,4,40.4018115,44.6433958
Stone,0.0,0.0,1.0,2000.0,4.0,1.0,2.7,1.0,Not available,Available,Euro Renovation,25000.0,USD,2023-06-20,4,40.60546960000001,44.6153978
Stone,0.0,0.0,4.0,31.0,1.0,1.0,2.6,4.0,Open balcony,Not available,Partial Renovation,24000.0,USD,2023-06-20,4,40.2164678,44.4934559
Stone,0.0,0.0,3.0,54.0,3.0,1.0,2.5,1.0,Not available,By agreement,Partial Renovation,32000.0,USD,2023-06-20,4,40.2850294,44.5397372
