cell_id,area_km2,cx,cy,pop_sum,pop_density_per_km2,biz_count,biz_density_per_km2,rent_listings,implied_rent_per_m2_month,dist_to_g_m,dist_to_nearest_herit_m,herit_cnt_500m,herit_density_500m,R_implied,rent_missing,log_rent,M_obs,y_business
428,0.25,450916.1575750762,4449421.847749205,1107.15234375,4428.609375,0,0.0,0,,7809.574661066092,2879.4889612437914,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
429,0.25,450916.1575750762,4449921.847749205,1294.512451171875,5178.0498046875,0,0.0,0,,7942.8676916437535,3083.2075914341895,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
430,0.25,450916.1575750762,4450421.847749205,1106.3695068359375,4425.47802734375,0,0.0,0,,8104.865078898648,2953.7626270719948,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
431,0.25,450916.1575750762,4450921.847749205,993.3258056640625,3973.30322265625,0,0.0,0,,8293.885020142454,2650.418626005666,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
432,0.25,450916.1575750762,4451421.847749205,541.91796875,2167.671875,0,0.0,0,,8508.126674394076,2413.4465250069807,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
433,0.25,450916.1575750762,4451921.847749205,516.5936889648438,2066.374755859375,0,0.0,0,,8745.73669211054,2263.786510486088,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
434,0.25,450916.1575750762,4452421.847749205,514.4576416015625,2057.83056640625,0,0.0,0,,9004.865410872128,2219.1743061439065,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
435,0.2382301663399949,450921.4022005801,4452910.466650766,113.09220886230469,474.71825503787335,0,0.0,0,,9272.86861752436,2277.960925705392,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
436,0.0038052423564105264,451114.21968251927,4453188.128914476,0.0,0.0,0,0.0,0,,9281.213879679715,2179.2064349132565,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
450,0.0013189500338006944,451471.83307490544,4440657.753216427,0.0,0.0,0,0.0,0,,9861.725496683797,3579.514404026202,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
451,0.13606438517942923,451506.7601430783,4440950.069313082,406.157470703125,2985.038812085336,0,0.0,0,,9633.624591882784,3623.600791341238,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
452,0.06462463065276575,451564.4789218241,4441387.619370708,170.32424926757812,2635.5933882662544,0,0.0,0,,9295.096852982628,3724.0368119287914,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
453,0.02793460858018794,451473.0183611629,4442018.073287354,192.01693725585938,6873.800887693252,0,0.0,0,,8959.677914814256,3201.0296716373023,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
454,0.2196359952361651,451441.5411869727,4442403.099909665,1138.0269775390625,5181.422909825829,0,0.0,0,,8751.612724016624,2890.404650865136,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
455,0.11121980493563548,451528.5482767787,4442855.835916331,981.3009643554688,8823.07755280961,8,71.92963523564636,0,,8419.854160218354,2473.1379621755964,0,0.0,6.588235294117648,1,2.0265990603054562,71.92963523564636,1
460,0.017325734296191053,451553.3981271152,4445636.908512842,0.0,0.0,0,0.0,0,,7214.527690599867,1126.2746590146864,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
461,0.11700239219897805,451545.76610203995,4445902.630210492,1035.435302734375,8849.693440228813,0,0.0,0,,7155.255977069544,1182.795344777522,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
462,0.11104621650898734,451545.93529129645,4446451.738009046,834.7694702148438,7517.315730854127,0,0.0,0,,7047.223057298722,1419.964164495744,0,0.0,6.588235294117648,1,2.0265990603054562,0.0,0
